Latitude,Longitude,Landuse forest cover in 1990,Landuse shrubland in 1990,Landuse grassland in 1990,Landuse agriculture in 1990,Landuse bareland in 1990,Landuse settlements in 1990,Landuse waterbodies in 1990,Landuse snow and gacier lakes in 1990, Landuse forest cover in 2000,Landuse shrubland in 2000,Landuse grassland in 2000, Landuse agriculture in 2000,Landuse bareland in 2000,Landuse settlements in 2000,Landuse waterbodies in 2000,Landuse snow and gacier lakes in 2000,Landuse forest cover in 2010,Landuse shrubland in 2010,Landuse grassland in 2010,Landuse agriculture in 2010,Landuse bareland in 2010,Landuse settlements in 2010 ,Landuse waterbodies in 2010, Landuse snow and gacier lakes in 2010,Slope 0-5 degrees,Slope 5-10 degrees,Slope 10-15 degrees,SLope 15-20 degrees,SLope 20-25 degrees,Slope 25-30 degrees,Slope 30-40 degrees,Slope 40-50 degrees,Slope 50-60 degrees,Slope over 60 degree,Glaciated mountain," Haplumbrepts, Dystrochrepts, Cyrumbrepts soils","Dystrochrepts, Haplumbrepts, Haplustalfs","Dystrochrepts, Haplustalfs, Rhodustaifs","Udipsamments, Dystrochrepts, Rhodustalfs","Udipsamments, Dystrochrepts, Rhodustalfs","Udorthents, Haplustalfs, Rhodustralfs "," Haplaquents, Haplaqepts, Eutrocrepts","Haplaquents, Psammaquents, Ustorthents","Rhodustalfs, Dystrochrepts, Haplustailfs",Distance to river 1-99 meters,Distance from river 100-199 meters,Distance from river 200-299 meters,Distance from river 300-399 meters,Distance from river 400-499 meters,Distance from river 500-599 meters, Distance from river 600-699 meters,Distance from river 700-799 meters,Distance from river 800-899 meters,Distance from river over 900 meters,Distance from major roads 0 meters,Distance from major roads 0-50 meters,Distance from major roads 50-75 meters,Distance from major roads  above 75meters,Distance from minor roads 0 meters,Distance from minor roads 0 -25 meters,Distance from minor roads 25-50 meters, Distance from minor roads over 75 meters,Flat Area,Facing North Facing In,Northeast facing in Province 1,East facing ,Southeast facing ,South facing,Southwest facing, West facing,Northwest facing,North facing,ppt500 mm-1000mm, ppt1000mm-3000mm,ppt2000mm - 3000mm,Over 3000 mm,RainFall Erosibity Factor for(500-1000mm),RainFall Erosibity Factor for (1000-3000mm),RainFall Erosibity Factor for (2000-3000mm),RainFall Erosibity Factor for over 3000)
27.70076,86.733065,469800,507600,0,0,0,0,0,13500,504000,477000,13500,0,0,0,0,0,363600,26100,1800,597600,0,0,0,0,0,0,0,0,0,0,0,0,0,1040400,0,0,0,0,68400,128700,84600,81000,222300,187200,191700,224100,107100,62100,1800,0,0,0,6300,59400,271800,351900,198000,78300,14400,0,0,0,1009800,0,0,0,0,0,0,0,27000,108900,303300,460800,80100,0,166226.4481,252576.9256,43855.4857,-59.9
26.576957,87.916266,0,0,0,988200,0,0,0,0,0,0,0,990000,900,0,0,0,584100,0,0,388800,16200,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,109800,199800,131400,119700,190800,165600,171900,129600,111600,81000,65700,50400,23400,3600,5400,41400,90000,175500,249300,214200,179100,25200,0,0,0,980100,0,0,0,18000,17100,2700,2700,12600,464400,414900,41400,6300,254550.6508,227411.9293,22637.9398,3394.1191
27.030951,86.380222,43200,0,0,42300,0,0,0,0,45000,0,0,41400,0,0,0,0,442800,493200,58500,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,141300,259200,169200,144900,134100,122400,121500,116100,132300,124200,99000,73800,42300,25200,49500,124200,141300,135000,129600,124200,186300,77400,12600,0,0,16200,1024200,0,0,9000,33300,44100,174600,234900,138600,180900,150300,14400,75928.5202,99119.7913,82343.1271,7835.0008
26.569934,87.875859,0,0,0,988200,0,0,0,0,0,0,0,990900,0,0,0,0,46800,0,0,38700,0,0,0,0,0,0,0,0,75600,0,0,0,0,0,0,0,0,0,101700,182700,110700,90900,6300,45000,99900,108900,108000,106200,111600,108000,102600,109800,17100,36900,44100,72900,127800,152100,360900,157500,10800,0,0,980100,0,0,0,82800,112500,9900,4500,71100,505800,144000,18900,30600,277248.4906,78889.108,10302.1573,16716.7642
27.183302,88.012372,116100,328500,0,0,0,0,0,0,4500,328500,0,0,0,0,0,123300,0,0,306000,0,475200,0,199800,0,0,0,0,0,0,0,0,0,1040400,0,0,0,0,0,10800,17100,12600,4500,12600,35100,30600,7200,0,0,0,0,0,0,900,20700,52200,81000,180900,259200,385200,29700,0,0,0,1009800,0,0,0,247500,171000,900,900,11700,108900,53100,258300,157500,59645.2873,29052.5467,141554.8831,86290.5775
26.903034,86.651929,901800,0,0,92700,0,0,0,0,896400,0,0,95400,0,0,0,0,39600,247500,0,0,0,0,0,161100,0,0,287100,0,0,0,0,0,0,0,0,0,0,0,99000,178200,110700,100800,101700,91800,111600,101700,112500,106200,101700,109800,81900,56700,0,5400,28800,36000,72900,123300,423000,276300,42300,1800,0,1009800,0,0,0,1800,58500,196200,146700,486000,120600,0,0,0,66059.8942,-59.9,-59.9,-59.9
26.960197,86.795408,847800,0,0,144000,0,0,0,0,854100,0,0,133200,0,0,0,0,863100,0,0,127800,0,0,0,0,0,0,0,1040400,0,0,0,0,0,0,0,0,0,0,109800,205200,117900,108000,209700,110700,107100,114300,114300,104400,108900,87300,41400,0,17100,58500,115200,174600,187200,174600,183600,63900,5400,0,0,980100,0,0,0,67500,63000,120600,185400,81000,10800,35100,286200,130500,5861.2756,19183.9207,156851.2534,71487.6385
26.478964,87.71059,0,0,0,989100,0,0,0,0,0,0,0,990900,0,0,0,0,990900,0,0,2700,0,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,156600,191700,102600,75600,16200,36900,57600,66600,95400,122400,126000,130500,107100,90900,21600,46800,90900,110700,128700,127800,249300,193500,71100,0,0,1009800,0,0,0,900,3600,2700,900,46800,400500,366300,208800,9900,219517.0285,200766.6391,114416.1616,5367.8443
27.553033,86.60416,990000,0,0,0,0,0,0,0,991800,0,0,0,0,0,0,0,0,0,0,982800,0,0,0,0,0,0,0,0,0,0,0,1040400,0,0,0,0,0,0,50400,80100,59400,59400,0,0,1800,28800,63900,96300,110700,137700,151200,158400,380700,203400,64800,90000,79200,42300,63900,32400,20700,2700,0,1009800,0,0,900,136800,195300,109800,47700,42300,57600,155700,140400,93600,31519.7032,85303.7149,76915.3828,51256.9552
27.636638,86.760027,0,108900,234900,0,117000,0,0,531000,0,113400,624600,0,255600,0,0,0,0,0,0,0,465300,0,0,522900,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,150300,259200,172800,139500,199800,164700,153000,123300,121500,83700,71100,48600,24300,3600,591300,339300,47700,1800,0,0,0,0,0,0,0,0,1009800,0,0,51300,90900,119700,162000,164700,113400,116100,126000,36000,62112.4438,63592.7377,69020.482,19677.352
27.175272,87.812246,342900,587700,0,58500,0,0,0,0,359100,577800,0,50400,0,0,0,0,0,101700,608400,0,284400,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,29700,63000,49500,50400,0,0,0,0,0,1800,19800,43200,63900,90000,759600,239400,10800,0,0,0,0,0,0,0,0,205200,774900,0,900,72900,144000,137700,122400,122400,116100,124200,112500,56700,63592.7377,68033.6194,61619.0125,31026.2719
27.237324,86.839948,852300,0,0,142200,0,0,0,0,828000,0,0,162900,0,0,0,0,263700,5400,726300,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,0,171900,251100,134100,105300,20700,47700,97200,103500,105300,106200,106200,123300,111600,90900,21600,50400,86400,111600,127800,160200,340200,81900,0,0,0,1040400,0,0,0,138600,253800,171000,188100,109800,0,0,46800,72000,-59.9,-59.9,25598.5276,39414.604
26.769935,87.447195,943200,0,0,0,46800,0,0,0,990900,0,0,0,0,0,0,0,672300,0,0,0,323100,0,0,0,0,0,0,0,0,0,980100,0,0,0,33300,65700,59400,59400,64800,129600,74700,43200,59400,63900,96300,108000,123300,117000,115200,100800,84600,63900,2700,9000,21600,56700,96300,181800,421200,187200,32400,900,0,0,980100,0,0,0,2700,35100,288000,121500,190800,347400,24300,0,104547.5356,190404.5818,13262.7451,-59.9
26.74951,86.884889,966600,0,0,23400,0,0,0,0,974700,0,0,16200,0,0,0,0,769500,63000,0,154800,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,74700,129600,90000,87300,212400,181800,196200,314100,89100,0,0,0,0,0,184500,407700,270900,94500,18900,3600,0,0,0,0,0,1009800,0,0,0,69300,123300,85500,81900,132300,116100,141300,160200,70200,63592.7377,77408.8141,87770.8714,38427.7414
27.48439,86.741967,407700,333900,0,246600,0,0,0,0,395100,350100,0,245700,0,0,0,0,944100,0,0,46800,0,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,179100,301500,170100,128700,0,0,0,0,0,0,53100,68400,118800,198900,667800,261900,44100,6300,0,0,0,0,0,0,0,0,1009800,0,1800,66600,107100,99900,104400,161100,152100,129600,103500,54000,83329.9897,70994.2072,56684.6995,29545.978
26.589174,87.467002,0,0,0,988200,0,0,0,0,0,0,0,990000,0,0,0,0,823500,113400,0,57600,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,97200,179100,123300,108900,0,0,0,0,8100,27000,51300,75600,96300,118800,0,900,6300,32400,58500,131400,548100,217800,14400,0,0,0,380700,599400,0,9000,900,0,0,0,7200,339300,548100,105300,3887.5504,185963.7001,300439.7617,57671.5621
27.40768,86.637129,342000,174600,0,474300,0,0,0,0,336600,193500,0,460800,0,0,0,0,351900,288000,63900,291600,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,2700,3600,4500,42300,96300,98100,111600,96300,96300,108000,96300,94500,109800,13500,74700,146700,212400,225900,180900,115200,10800,0,0,0,980100,0,0,0,110700,128700,13500,900,36900,75600,139500,337500,136800,41388.3292,76421.9515,184976.8375,74941.6576
26.655138,87.400668,0,0,0,972900,16200,0,0,0,0,0,0,981900,7200,0,0,0,0,0,0,995400,0,0,0,0,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,108000,204300,127800,124200,0,0,0,21600,94500,98100,107100,99000,96300,108900,2700,28800,90900,187200,250200,234000,177300,9000,0,0,0,1009800,0,0,0,153000,132300,6300,0,1800,61200,248400,203400,173700,33493.4284,136127.1388,111455.5738,95172.3409
27.30831,87.276783,194400,0,0,796500,0,0,0,0,188100,0,0,804600,0,0,0,0,349200,169200,10800,468000,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,114300,225000,150300,133200,0,0,34200,109800,98100,94500,112500,99000,95400,110700,37800,100800,111600,95400,117000,136800,282600,90900,7200,0,0,0,1009800,0,0,115200,187200,81900,171000,337500,63000,2700,8100,13500,34480.291,1420.3939,4380.9817,7341.5695
26.847437,87.521778,900000,0,0,0,89100,0,0,0,910800,0,0,81900,0,0,0,0,9000,11700,0,965700,0,0,6300,0,0,0,0,0,0,0,345600,664200,0,0,0,0,0,0,131400,243000,142200,75600,100800,101700,109800,105300,109800,102600,108900,104400,101700,36000,4500,63900,147600,202500,211500,164700,168300,17100,0,0,0,980100,0,0,0,3600,31500,26100,106200,351900,219600,216900,24300,0,120337.3372,118857.0433,13262.7451,-59.9
26.374965,87.275312,0,0,0,503100,0,0,0,0,0,0,0,464400,0,0,0,0,185400,15300,0,794700,0,0,0,0,0,0,0,0,0,0,0,0,0,1040400,0,0,0,0,238500,363600,190800,92700,405000,345600,132300,52200,47700,14400,0,0,0,0,29700,107100,116100,153000,135000,80100,52200,2700,0,0,0,0,0,954000,0,5400,13500,115200,305100,172800,31500,22500,9000,900,17210.1955,12275.8825,4874.413,433.5313
27.586419,86.444205,990900,0,0,0,0,0,0,0,991800,0,2700,0,0,0,0,0,908100,0,0,87300,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,109800,191700,117000,108000,31500,85500,97200,110700,98100,101700,108900,101700,100800,102600,659700,308700,11700,0,0,0,0,0,0,0,0,0,1009800,0,900,81900,114300,116100,108900,106200,162900,117000,126000,45900,89251.1653,64086.169,69020.482,25105.0963
27.735676,87.564004,0,0,0,0,9900,0,0,981000,0,0,677700,0,311400,0,0,0,0,0,0,293400,0,0,200700,0,0,0,0,0,0,0,0,540000,0,0,0,0,0,0,162000,279900,136800,93600,76500,74700,117900,143100,145800,129600,123300,107100,57600,17100,4500,12600,29700,74700,113400,147600,340200,203400,51300,2700,0,691200,288900,0,0,1800,44100,296100,266400,179100,136800,3600,39600,12600,74941.6576,1913.8252,21651.0772,6848.1382
27.400628,87.019934,643500,0,52200,294300,0,0,0,0,642600,0,51300,298800,0,0,0,0,0,0,0,984600,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,9000,15300,8100,9900,58500,58500,90900,106200,127800,117900,111600,101700,81000,63900,13500,36900,78300,126000,189900,196200,257400,75600,6300,0,0,980100,0,0,0,53100,195300,193500,233100,200700,60300,8100,7200,28800,32999.9971,4380.9817,3887.5504,15729.9016
27.716983,86.986726,0,0,0,0,0,0,0,987300,0,0,0,0,553500,0,0,437400,992700,0,0,0,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,84600,155700,92700,79200,0,0,0,7200,32400,88200,106200,105300,99900,111600,11700,23400,66600,119700,193500,251100,279900,45900,18000,0,0,1009800,0,0,0,116100,306900,62100,6300,39600,69300,98100,242100,69300,37934.3101,53724.1117,132673.1197,37934.3101
27.154674,87.680335,0,0,0,989100,0,0,0,0,0,0,0,990900,0,0,0,0,648900,0,72000,274500,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,57600,111600,81900,85500,0,2700,36000,59400,84600,99900,113400,110700,108900,109800,126000,269100,199800,144000,92700,50400,54000,27900,16200,0,0,1040400,0,0,0,31500,152100,225900,168300,197100,127800,27900,30600,18900,70007.3446,15236.4703,16716.7642,10302.1573
27.51095,86.531346,901800,0,90000,0,0,0,0,0,903600,0,86400,0,0,0,0,0,0,0,0,0,520200,0,0,470700,980100,0,0,0,0,0,0,0,0,0,0,0,0,0,31500,63000,45000,45000,117000,103500,109800,111600,130500,120600,115200,90000,54900,31500,3600,12600,39600,46800,100800,149400,324000,241200,58500,3600,0,0,1040400,0,0,0,1800,21600,138600,371700,306000,135000,4500,900,167706.742,73954.795,2407.2565,433.5313
27.341775,86.250673,531900,0,0,456300,0,0,0,0,532800,0,0,459000,0,0,0,0,902700,0,87300,0,0,0,0,0,0,498600,511200,0,0,0,0,0,0,0,0,0,0,0,200700,315900,176400,117000,84600,91800,91800,116100,91800,92700,113400,92700,92700,112500,32400,86400,152100,158400,156600,157500,171000,59400,6300,0,0,980100,0,0,0,10800,130500,285300,295200,165600,54900,18000,11700,8100,30039.4093,9808.726,6354.7069,4380.9817
26.91402,86.602273,954000,0,0,40500,0,0,0,0,965700,0,0,26100,0,0,0,0,0,0,0,991800,0,0,0,0,0,0,0,1005300,0,0,0,0,0,4500,0,0,0,0,61200,116100,82800,80100,13500,37800,66600,73800,111600,126000,120600,126900,102600,84600,19800,36000,65700,114300,149400,155700,340200,99000,0,0,0,1009800,0,0,0,48600,80100,144900,316800,50400,7200,45000,149400,137700,3887.5504,24611.665,81849.6958,75435.0889
27.256996,86.579125,108900,0,0,879300,0,0,0,0,118800,0,0,873000,0,0,0,0,559800,0,0,431100,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,219600,356400,190800,124200,161100,144900,139500,126000,124200,91800,82800,59400,42300,18900,81900,148500,106200,45000,45000,56700,238500,186300,68400,3600,0,1009800,0,0,0,6300,17100,49500,86400,47700,144900,412200,192600,23400,79382.5393,225931.6354,105534.3982,12769.3138
26.97693,86.374288,0,0,0,990900,0,0,0,0,0,0,0,991800,0,0,0,0,954000,0,0,43200,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,95400,182700,117900,89100,49500,74700,107100,198900,238500,235800,83700,5400,0,0,769500,204300,6300,0,0,0,0,0,0,0,0,0,1009800,0,2700,58500,113400,133200,147600,114300,140400,118800,109800,41400,76915.3828,65073.0316,60138.7186,22637.9398
27.045817,86.900321,105300,0,0,884700,0,0,0,0,98100,0,0,894600,0,0,0,0,143100,0,46800,792900,0,0,0,0,0,0,0,1040400,0,0,0,0,0,0,0,0,0,0,57600,112500,80100,80100,108900,104400,135900,155700,211500,202500,74700,0,0,0,7200,20700,36900,90000,143100,203400,379800,109800,17100,1800,0,0,980100,0,0,2700,69300,365400,349200,11700,43200,139500,27900,900,23624.8024,76421.9515,15236.4703,433.5313
26.511923,87.582594,0,0,0,865800,0,0,125100,0,0,0,0,935100,17100,0,36000,0,0,0,31500,961200,0,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,181800,299700,170100,126900,49500,72900,76500,91800,108900,117900,138600,142200,106200,56700,18000,74700,135900,189900,216000,195300,145800,4500,0,0,0,1009800,0,0,0,2700,900,54000,239400,110700,117000,288900,164700,1800,64086.169,158331.5473,90238.0279,926.9626
27.334547,88.043426,672300,315900,0,0,0,0,0,0,628200,359100,0,0,0,0,0,0,108900,23400,7200,849600,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,67500,110700,74700,73800,275400,226800,184500,120600,99900,77400,11700,0,0,0,0,7200,7200,20700,78300,189900,514800,156600,5400,0,0,0,1040400,0,0,900,0,14400,17100,3600,20700,295200,598500,29700,11289.0199,161785.5664,328071.9145,16223.3329
27.706861,88.147522,0,0,0,0,0,0,0,597600,0,0,0,0,0,0,0,828000,0,0,0,928800,24300,0,39600,0,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,89100,165600,109800,99900,13500,39600,72900,92700,113400,106200,108000,106200,107100,100800,9000,27900,70200,131400,235800,253800,264600,17100,0,0,0,1009800,0,0,0,182700,216900,62100,6300,3600,2700,104400,325800,105300,1420.3939,57178.1308,178562.2306,57671.5621
28.03472,86.710155,0,0,0,0,0,0,0,990900,0,0,0,0,724500,0,13500,250200,629100,359100,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,0,80100,153000,98100,91800,90000,95400,102600,106200,104400,102600,104400,102600,95400,74700,46800,115200,178200,200700,155700,118800,162900,29700,1800,0,0,980100,0,0,0,10800,51300,78300,142200,316800,338400,52200,13500,6300,185470.2688,28559.1154,7341.5695,3394.1191
26.85902,87.061116,991800,0,0,0,0,0,0,0,987300,0,0,0,0,0,0,0,903600,0,0,92700,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,0,5400,6300,9000,0,0,0,5400,26100,46800,68400,125100,176400,234000,13500,43200,75600,148500,202500,181800,253800,57600,3600,0,0,0,980100,0,0,224100,390600,32400,4500,43200,87300,14400,55800,127800,47802.9361,7835.0008,30532.8406,70007.3446
26.57521,87.766206,0,0,0,854100,134100,0,0,0,0,0,0,868500,120600,0,0,0,0,0,0,995400,0,0,0,0,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,17100,31500,17100,19800,377100,270900,191700,83700,57600,16200,0,0,0,0,68400,166500,191700,117900,137700,108000,135000,43200,11700,0,0,642600,367200,0,900,16200,87300,146700,152100,140400,225900,134100,67500,9000,123791.3563,73461.3637,36947.4475,4874.413
27.610905,87.909765,616500,351000,20700,0,0,0,0,0,12600,361800,0,0,611100,0,0,0,0,0,0,887400,108000,0,0,0,0,0,0,0,0,0,0,980100,0,0,40500,80100,59400,59400,90900,180900,125100,113400,0,0,0,0,0,4500,30600,51300,67500,90000,22500,128700,218700,238500,226800,99900,74700,0,0,0,0,1009800,0,0,0,118800,129600,117000,38700,18000,34200,220500,193500,139500,18690.4894,120830.7685,106027.8295,76421.9515
26.730934,87.705353,190800,0,0,352800,442800,0,0,0,160200,0,0,431100,397800,0,0,0,0,0,0,0,995400,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,0,191700,354600,213300,141300,45000,54000,81000,104400,161100,165600,205200,173700,0,0,297900,176400,13500,0,0,0,0,0,0,0,0,0,504900,0,0,32400,41400,51300,54900,71100,66600,67500,75600,27000,36454.0162,36947.4475,41388.3292,14743.039
26.91055,86.461517,459000,0,0,525600,0,0,9900,0,420300,0,0,505800,0,0,65700,0,0,0,0,995400,0,0,0,0,0,0,0,0,0,0,0,980100,0,0,31500,63000,59400,59400,59400,115200,78300,71100,90900,81000,111600,117900,122400,109800,116100,101700,62100,46800,0,0,3600,34200,91800,180000,446400,205200,18900,0,0,0,1009800,0,0,231300,387900,99000,15300,0,0,0,84600,162000,-59.9,-59.9,46322.6422,88757.734
27.777199,88.172912,0,0,0,0,0,0,0,988200,0,0,0,0,0,0,0,986400,193500,0,0,599400,0,0,197100,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,129600,227700,155700,123300,259200,215100,207000,161100,108900,38700,5400,0,0,0,900,6300,21600,41400,90000,142200,391500,261900,21600,2700,0,0,1009800,0,0,3600,68400,107100,314100,90000,208800,164700,20700,2700,114416.1616,90238.0279,11289.0199,1420.3939
27.693449,86.692235,802800,136800,0,0,0,0,0,53100,819900,169200,0,0,0,0,0,0,457200,1800,0,473400,900,0,63900,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,144000,241200,135000,81900,519300,284400,163800,20700,5400,0,0,0,0,0,274500,166500,73800,36000,70200,73800,205200,106200,3600,0,0,1009800,0,0,0,66600,163800,81000,62100,89100,116100,89100,281700,60300,63592.7377,48789.7987,154384.0969,32999.9971
27.370887,88.035671,114300,874800,0,0,0,0,0,0,56700,931500,0,0,0,0,0,0,0,0,0,0,0,0,0,990900,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,90900,148500,73800,61200,512100,320400,103500,56700,0,0,0,0,0,0,900,900,14400,36000,44100,96300,361800,393300,58500,3600,0,0,1009800,0,0,2700,0,0,87300,336600,225000,55800,254700,47700,123297.925,30532.8406,139581.1579,26091.9589
26.965509,86.6651,397800,0,0,590400,0,0,0,0,401400,0,0,591300,0,0,0,0,66600,917100,0,0,0,0,0,10800,0,1009800,0,0,0,0,0,0,0,0,0,0,0,0,54000,108000,76500,85500,0,0,0,4500,29700,42300,72900,98100,114300,109800,2700,16200,35100,63000,117000,153900,343800,207000,41400,0,0,0,1040400,0,0,5400,31500,122400,401400,232200,178200,4500,4500,0,97639.4974,2407.2565,2407.2565,-59.9
26.763031,86.775308,0,0,0,671400,319500,0,0,0,0,0,0,525600,464400,0,0,0,976500,11700,1800,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,45000,85500,64800,60300,0,0,0,0,1800,27000,56700,98100,99000,109800,11700,33300,76500,71100,81900,95400,85500,15300,0,0,0,0,0,666000,0,2700,30600,193500,153900,27000,31500,22500,9000,0,17210.1955,12275.8825,4874.413,-59.9
27.571529,87.977891,0,587700,290700,0,111600,0,0,0,136800,587700,264600,0,0,0,0,0,445500,0,0,548100,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,54900,108000,67500,60300,0,0,0,0,0,0,0,0,0,14400,1800,14400,72900,135900,214200,237600,247500,54900,900,0,0,1009800,0,0,0,116100,31500,1800,1800,0,18900,302400,353700,153900,10302.1573,165733.0168,193858.6009,84316.8523
27.377476,87.532569,706500,0,90000,192600,0,0,0,0,692100,0,82800,213300,0,0,0,0,0,0,0,702900,283500,0,0,0,0,0,0,0,1009800,0,0,0,0,0,36900,72900,61200,61200,31500,63000,58500,63900,0,0,0,0,0,4500,25200,45900,63000,82800,0,4500,27900,70200,136800,183600,429300,142200,15300,0,0,1040400,0,0,0,0,0,0,9000,225900,278100,335700,147600,13500,152410.3717,183989.9749,80862.8332,7341.5695
26.542707,87.094351,0,0,0,954000,19800,0,18000,0,0,0,0,979200,10800,0,0,0,137700,630000,226800,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,0,122400,195300,126000,105300,254700,276300,285300,112500,63900,1800,0,0,0,0,32400,89100,127800,151200,144000,129600,233100,72900,0,0,0,980100,0,0,0,23400,50400,168300,183600,135900,250200,94500,57600,16200,137114.0014,51750.3865,31519.7032,8821.8634
27.242022,87.544728,625500,0,0,366300,0,0,0,0,610200,0,0,378900,0,0,0,0,520200,0,119700,349200,0,0,0,0,0,0,821700,188100,0,0,0,0,0,0,0,0,0,0,81900,155700,87300,80100,38700,54900,75600,83700,120600,134100,117000,119700,94500,72000,0,900,1800,2700,4500,18900,99000,308700,384300,159300,0,1009800,0,0,0,356400,112500,0,0,0,31500,28800,123300,327600,17210.1955,15729.9016,67540.1881,179549.0932
27.034166,87.170994,0,0,0,990900,0,0,0,0,0,0,0,988200,0,0,0,0,619200,0,8100,368100,0,0,0,0,0,0,0,1040400,0,0,0,0,0,0,0,0,0,0,99900,192600,140400,141300,219600,164700,150300,120600,116100,85500,64800,45900,21600,0,61200,14400,900,0,0,0,0,0,0,0,0,85500,0,0,900,5400,9900,900,9000,9000,11700,12600,10800,6300,6354.7069,6848.1382,5861.2756,3394.1191
27.433165,86.890601,370800,153000,469800,0,0,0,0,0,370800,144900,475200,0,0,0,0,0,0,0,0,0,0,0,0,723600,0,0,693000,0,0,0,0,0,0,0,0,0,0,0,177300,304200,169200,142200,0,0,13500,74700,93600,99900,107100,99900,97200,111600,122400,315900,307800,191700,62100,8100,1800,0,0,0,0,980100,0,0,900,16200,54900,132300,225900,98100,113400,189000,146700,32400,62112.4438,103560.673,80369.4019,17703.6268
27.326951,87.459108,881100,110700,0,0,0,0,0,0,871200,120600,0,0,0,0,0,0,387000,132300,477900,0,0,0,0,0,0,1040400,0,0,0,0,0,0,0,0,0,0,0,0,71100,123300,75600,58500,0,0,0,0,0,0,36900,76500,99900,104400,28800,89100,186300,237600,165600,141300,157500,27000,7200,0,0,1040400,0,0,0,5400,86400,250200,257400,168300,67500,72000,108900,24300,36947.4475,39414.604,59645.2873,13262.7451
27.077899,86.992479,367200,17100,0,405900,198900,0,0,0,383400,11700,0,592200,0,0,0,0,874800,0,0,117000,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,88200,168300,105300,96300,0,0,0,0,0,6300,108900,95400,92700,113400,9900,36900,63900,127800,211500,237600,279900,71100,1800,0,0,1009800,0,0,0,91800,38700,24300,162900,232200,20700,85500,280800,103500,11289.0199,46816.0735,153890.6656,56684.6995
27.011707,87.661784,749700,0,0,238500,0,0,0,0,741600,0,0,247500,0,0,0,0,855900,128700,0,9900,0,0,0,0,0,0,1040400,0,0,0,0,0,0,0,0,0,0,0,38700,78300,60300,60300,0,0,0,6300,25200,43200,55800,87300,103500,126000,871200,168300,900,0,0,0,0,0,0,0,0,980100,0,0,1800,75600,106200,144000,137700,144000,141300,117900,126000,45900,77408.8141,64579.6003,69020.482,25105.0963
27.308737,86.85377,126000,0,0,865800,0,0,0,0,114300,0,0,878400,0,0,0,0,436500,35100,0,523800,0,0,0,0,0,0,1040400,0,0,0,0,0,0,0,0,0,0,0,26100,46800,41400,44100,251100,214200,219600,149400,104400,46800,8100,0,0,0,7200,33300,54000,65700,134100,198000,327600,156600,33300,0,0,0,1009800,0,0,97200,60300,1800,54000,168300,215100,59400,167400,186300,117870.1807,32506.5658,91718.3218,102080.3791
27.258216,86.317261,231300,0,0,760500,0,0,0,0,236700,0,0,752400,0,0,0,0,733500,0,0,255600,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,45900,98100,74700,72900,373500,254700,198900,92700,44100,21600,5400,0,0,0,7200,37800,123300,223200,248400,187200,177300,5400,0,0,0,1009800,0,0,0,284400,108900,5400,2700,0,900,12600,221400,373500,433.5313,6848.1382,121324.1998,204714.0895
