Latitude,Longitude,Landuse forest cover in 1990,Landuse shrubland in 1990,Landuse grassland in 1990,Landuse agriculture in 1990,Landuse bareland in 1990,Landuse settlements in 1990,Landuse waterbodies in 1990,Landuse snow and gacier lakes in 1990, Landuse forest cover in 2000,Landuse shrubland in 2000,Landuse grassland in 2000, Landuse agriculture in 2000,Landuse bareland in 2000,Landuse settlements in 2000,Landuse waterbodies in 2000,Landuse snow and gacier lakes in 2000,Landuse forest cover in 2010,Landuse shrubland in 2010,Landuse grassland in 2010,Landuse agriculture in 2010,Landuse bareland in 2010,Landuse settlements in 2010 ,Landuse waterbodies in 2010, Landuse snow and gacier lakes in 2010,Slope 0-5 degrees,Slope 5-10 degrees,Slope 10-15 degrees,SLope 15-20 degrees,SLope 20-25 degrees,Slope 25-30 degrees,Slope 30-40 degrees,Slope 40-50 degrees,Slope 50-60 degrees,Slope over 60 degree,Glaciated mountain," Haplumbrepts, Dystrochrepts, Cyrumbrepts soils","Dystrochrepts, Haplumbrepts, Haplustalfs","Dystrochrepts, Haplustalfs, Rhodustaifs","Udipsamments, Dystrochrepts, Rhodustalfs","Udipsamments, Dystrochrepts, Rhodustalfs","Udorthents, Haplustalfs, Rhodustralfs "," Haplaquents, Haplaqepts, Eutrocrepts","Haplaquents, Psammaquents, Ustorthents","Rhodustalfs, Dystrochrepts, Haplustailfs",Distance to river 1-99 meters,Distance from river 100-199 meters,Distance from river 200-299 meters,Distance from river 300-399 meters,Distance from river 400-499 meters,Distance from river 500-599 meters, Distance from river 600-699 meters,Distance from river 700-799 meters,Distance from river 800-899 meters,Distance from river over 900 meters,Distance from major roads 0 meters,Distance from major roads 0-50 meters,Distance from major roads 50-75 meters,Distance from major roads  above 75meters,Distance from minor roads 0 meters,Distance from minor roads 0 -25 meters,Distance from minor roads 25-50 meters, Distance from minor roads over 75 meters,Flat Area,Facing North Facing In,Northeast facing in Province 1,East facing ,Southeast facing ,South facing,Southwest facing, West facing,Northwest facing,North facing,ppt500 mm-1000mm, ppt1000mm-3000mm,ppt2000mm - 3000mm,Over 3000 mm,RainFall Erosibity Factor for(500-1000mm),RainFall Erosibity Factor for (1000-3000mm),RainFall Erosibity Factor for (2000-3000mm),RainFall Erosibity Factor for over 3000)
27.385896,87.915798,329400,0,92700,565200,0,0,0,0,396000,0,0,592200,0,0,0,0,985500,0,6300,1800,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,108900,193500,122400,114300,0,4500,24300,41400,72900,87300,99000,133200,146700,168300,0,4500,6300,13500,29700,99900,371700,360000,93600,900,0,1009800,0,0,0,7200,63900,380700,525600,2700,0,0,0,0,-59.9,-59.9,-59.9,-59.9
26.971491,86.514702,755100,0,0,239400,0,0,0,0,762300,0,0,231300,0,0,0,0,344700,348300,27900,272700,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,126000,224100,131400,109800,0,0,1800,25200,63000,92700,101700,107100,101700,108000,2700,7200,12600,36900,99900,171000,460800,196200,53100,0,0,0,1040400,0,0,900,0,1800,13500,126000,395100,233100,236700,33300,216556.4407,127738.8067,129712.5319,18197.0581
26.982435,86.464994,701100,0,0,290700,0,0,0,0,687600,0,0,292500,0,0,11700,0,0,0,0,972000,9900,0,0,0,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,45900,74700,41400,38700,56700,71100,117900,151200,193500,135900,105300,86400,54900,17100,900,6300,8100,24300,73800,136800,331200,328500,93600,6300,0,0,980100,0,0,77400,74700,376200,261000,18000,0,0,69300,133200,-59.9,-59.9,37934.3101,72967.9324
26.902993,86.872778,824400,0,0,167400,0,0,0,0,816300,0,0,178200,0,0,0,0,765000,0,0,224100,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,72000,147600,120600,118800,0,0,0,0,43200,84600,108000,103500,100800,110700,1800,16200,52200,85500,137700,208800,401400,129600,7200,0,0,980100,0,0,0,12600,10800,0,9000,108000,312300,256500,324000,7200,171160.7611,140568.0205,177575.368,3887.5504
27.59261,86.515243,410400,69300,0,0,0,0,0,508500,420300,158400,413100,0,0,0,0,0,660600,900,0,316800,0,0,13500,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,58500,126000,82800,81000,263700,254700,243900,149400,73800,9000,0,0,0,0,562500,405000,40500,1800,0,0,0,0,0,0,0,980100,0,0,0,79200,132300,125100,156600,121500,90900,125100,124200,54900,49776.6613,68527.0507,68033.6194,30039.4093
26.562419,87.845422,0,0,0,682200,89100,0,218700,0,0,0,0,313200,438300,0,237600,0,412200,0,0,583200,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,81900,155700,104400,92700,75600,63900,88200,99000,127800,115200,115200,108900,91800,62100,30600,73800,113400,119700,111600,128700,299700,124200,8100,0,0,980100,0,0,0,8100,9000,102600,428400,122400,115200,81000,135000,8100,63099.3064,44348.917,73954.795,4380.9817
27.813543,88.165205,0,0,0,0,0,0,0,989100,0,0,0,0,58500,0,0,928800,640800,0,42300,314100,0,0,0,0,0,0,0,0,0,0,0,0,0,980100,0,0,0,0,113400,207000,144000,132300,234000,192600,197100,209700,120600,38700,4500,0,0,0,2700,18900,84600,180000,269100,209700,181800,33300,0,0,0,980100,0,0,0,34200,451800,313200,99000,80100,0,0,0,1800,-59.9,-59.9,-59.9,926.9626
27.031605,86.588011,773100,0,0,220500,0,0,0,0,764100,0,0,230400,0,0,0,0,457200,162000,369900,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,0,45900,85500,59400,58500,256500,189000,177300,145800,112500,63000,45900,6300,0,0,933300,76500,0,0,0,0,0,0,0,0,0,980100,0,0,3600,72900,146700,134100,114300,144000,112500,101700,131400,48600,61619.0125,55697.8369,71981.0698,26585.3902
27.268912,87.918567,863100,0,0,126000,0,0,0,0,855900,0,0,134100,0,0,0,0,0,0,0,552600,40500,0,402300,0,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,103500,191700,115200,108900,288900,226800,181800,134100,117000,45000,900,0,0,0,18900,102600,235800,302400,216900,83700,19800,0,0,0,0,1009800,0,0,0,5400,900,2700,2700,25200,154800,504900,259200,24300,84810.2836,276755.0593,142048.3144,13262.7451
27.393565,87.180827,478800,0,0,514800,0,0,0,0,500400,0,0,488700,0,0,0,0,0,0,0,0,62100,0,0,931500,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,81000,164700,117900,108000,0,0,0,0,0,0,0,0,23400,54900,5400,9900,34200,59400,99000,122400,260100,66600,3600,0,0,866700,0,0,0,900,7200,39600,4500,4500,108900,410400,81000,3600,59645.2873,224944.7728,44348.917,1913.8252
27.967181,86.81809,0,0,0,0,0,0,0,993600,0,0,66600,0,924300,0,0,0,763200,0,0,226800,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,26100,55800,43200,44100,250200,159300,98100,113400,94500,95400,109800,74700,0,0,900,12600,29700,171900,350100,288000,148500,8100,0,0,0,1040400,0,0,0,45000,180900,478800,115200,0,0,10800,117000,62100,-59.9,5861.2756,64086.169,33986.8597
27.571406,86.594994,961200,30600,0,0,0,0,0,0,962100,29700,0,0,0,0,0,0,497700,0,0,491400,0,0,0,0,0,0,0,0,0,0,0,0,0,1009800,0,0,0,0,215100,354600,169200,114300,264600,228600,188100,138600,105300,53100,15300,0,0,0,1800,8100,18900,50400,95400,163800,399600,222300,19800,0,0,0,1009800,0,0,42300,108000,48600,453600,115200,5400,58500,90900,57600,2900.6878,32013.1345,49776.6613,31519.7032
27.795197,87.446239,236700,314100,225900,212400,0,0,0,0,245700,315000,210600,215100,0,0,0,0,0,0,54900,0,935100,0,0,900,980100,0,0,0,0,0,0,0,0,0,0,0,0,0,74700,142200,86400,82800,0,0,0,0,0,0,0,0,8100,43200,0,900,9000,36000,79200,119700,417600,306000,41400,0,0,0,1009800,0,0,13500,0,0,0,0,168300,342900,428400,56700,92211.7531,187937.4253,234813.3988,31026.2719
26.873413,87.54333,961200,0,0,27000,2700,0,0,0,968400,0,0,22500,0,0,0,0,19800,0,0,975600,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,115200,220500,148500,132300,0,0,0,0,2700,95400,110700,120600,136800,184500,3600,23400,49500,124200,157500,202500,301500,110700,7200,0,0,1009800,0,0,0,0,7200,179100,276300,61200,118800,234000,100800,2700,65073.0316,128232.238,55204.4056,1420.3939
26.594408,87.147134,0,0,0,856800,125100,8100,0,0,0,0,0,990000,0,0,0,0,937800,22500,35100,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,40500,76500,54900,53100,108000,96300,98100,109800,98100,99900,105300,99000,98100,71100,5400,22500,86400,123300,157500,191700,319500,68400,5400,0,0,1009800,0,0,0,202500,227700,18900,20700,16200,900,18000,260100,215100,433.5313,9808.726,142541.7457,117870.1807
26.963539,87.72917,169200,0,0,818100,0,0,0,0,161100,0,0,827100,0,0,0,0,233100,298800,248400,212400,0,0,0,0,0,500400,479700,0,0,0,0,0,0,0,0,0,0,0,213300,333000,181800,131400,252000,197100,193500,153900,111600,63000,24300,1800,0,0,8100,22500,52200,94500,151200,179100,396000,95400,10800,0,0,1009800,0,0,0,122400,90900,900,34200,121500,173700,218700,162000,85500,95172.3409,119843.9059,88757.734,46816.0735
27.149614,86.785062,585000,35100,0,369900,0,0,0,0,589500,34200,0,367200,0,0,0,0,908100,0,0,85500,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,117000,179100,94500,63900,356400,247500,190800,101700,63000,31500,5400,0,0,0,900,10800,48600,153000,208800,230400,295200,28800,3600,0,0,1009800,0,0,0,0,0,33300,104400,317700,387900,130500,6300,0,212608.9903,71487.6385,3394.1191,-59.9
27.115947,86.944233,846900,0,0,144900,0,0,0,0,828900,0,0,165600,0,0,0,0,0,0,0,992700,0,2700,0,0,0,0,0,0,0,0,0,0,1009800,0,0,0,0,0,71100,127800,90900,80100,0,0,3600,23400,53100,72900,120600,152100,197100,175500,7200,14400,47700,74700,137700,218700,338400,160200,10800,0,0,1009800,0,0,0,4500,124200,162900,206100,244800,266400,900,0,0,145995.7648,433.5313,-59.9,-59.9
27.761192,87.959696,0,0,0,0,0,0,0,987300,0,0,716400,0,154800,0,0,116100,270000,0,0,720900,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,108900,205200,129600,103500,0,0,0,0,0,0,0,17100,47700,87300,29700,81900,168300,192600,190800,202500,164700,9900,0,0,172800,807300,0,0,0,43200,22500,5400,9000,97200,225900,200700,326700,109800,123791.3563,109975.2799,179055.6619,60138.7186
27.139012,87.035976,212400,0,0,779400,0,0,0,0,221400,0,0,721800,0,0,49500,0,591300,46800,0,355500,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,242100,368100,141300,87300,45900,55800,76500,84600,120600,126900,115200,120600,89100,72000,9000,74700,125100,162000,169200,122400,239400,95400,12600,0,0,0,0,980100,0,72900,371700,410400,76500,14400,11700,7200,16200,28800,6354.7069,3887.5504,8821.8634,15729.9016
26.653839,87.020159,0,0,990900,0,0,0,0,0,0,0,307800,0,685800,0,0,0,0,0,654300,0,198000,0,0,141300,0,769500,240300,0,0,0,0,0,0,0,0,0,0,0,126900,229500,130500,106200,6300,45000,95400,112500,100800,124200,144000,113400,90900,85500,289800,450900,237600,31500,0,0,0,0,0,0,0,1009800,0,0,0,61200,125100,252900,169200,114300,94500,90900,54900,46800,51750.3865,49776.6613,30039.4093,25598.5276
27.804959,87.234391,0,0,0,0,678600,0,0,314100,0,0,288900,0,429300,0,0,272700,199800,0,0,736200,0,0,49500,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,132300,230400,138600,119700,264600,222300,194400,140400,107100,52200,15300,0,0,0,14400,109800,261000,365400,189900,54000,15300,0,0,0,0,1040400,0,0,0,0,0,900,9000,159300,504000,323100,13500,0,276261.628,177081.9367,7341.5695,-59.9
26.569635,87.095781,0,0,0,990900,0,0,0,0,0,0,0,991800,0,0,0,0,360000,186300,446400,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,121500,104400,110700,117900,135900,115200,100800,83700,54000,34200,5400,35100,64800,108000,147600,182700,309600,130500,26100,0,0,0,822600,187200,0,61200,126000,72000,485100,143100,27900,20700,36900,36900,15236.4703,11289.0199,20170.7833,20170.7833
27.86094,88.117779,0,0,0,0,0,0,0,987300,0,0,0,0,0,0,0,985500,0,0,33300,0,731700,0,223200,0,0,0,0,0,0,0,0,0,980100,0,0,0,0,0,154800,274500,158400,118800,270900,226800,182700,117900,108000,63000,20700,5400,0,0,72900,186300,224100,225900,149400,97200,51300,2700,0,0,0,1040400,0,0,0,17100,69300,293400,161100,37800,68400,232200,121500,9000,37440.8788,127245.3754,66553.3255,4874.413
27.884561,88.00807,0,0,0,0,0,0,0,989100,0,0,0,0,106200,0,0,882000,0,0,0,992700,0,0,0,0,0,0,0,0,0,0,0,0,980100,0,0,0,0,0,9900,20700,15300,12600,26100,46800,97200,133200,197100,211500,230400,46800,0,0,9900,54000,126900,260100,236700,163800,144000,14400,0,0,0,1009800,0,0,0,27000,54000,240300,292500,267300,101700,2700,8100,16200,55697.8369,1420.3939,4380.9817,8821.8634
27.711791,88.047434,0,0,0,0,18900,0,0,970200,0,0,22500,0,342000,0,0,621900,478800,0,0,513900,3600,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,81000,151200,106200,99000,138600,103500,111600,104400,111600,107100,99000,102600,68400,41400,66600,171000,154800,189900,152100,102600,156600,16200,0,0,0,0,1009800,0,0,43200,55800,92700,139500,102600,122400,142200,207900,103500,67046.7568,77902.2454,113922.7303,56684.6995
27.836301,86.932551,0,0,0,0,0,0,0,992700,0,0,0,0,620100,0,0,373500,991800,0,1800,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,72900,128700,76500,73800,333900,279900,270000,95400,10800,0,0,0,0,0,900,7200,17100,39600,72900,145800,484200,216900,25200,0,0,0,980100,0,0,0,0,18000,199800,183600,142200,337500,127800,900,77902.2454,184976.8375,70007.3446,433.5313
27.230853,86.779202,301500,0,0,688500,0,0,0,0,309600,0,0,682200,0,0,0,0,983700,0,0,9900,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,27000,45900,32400,34200,185400,146700,127800,104400,115200,108900,97200,90900,18900,0,72000,154800,180900,151200,100800,84600,166500,87300,11700,0,1009800,0,0,0,0,16200,30600,63000,53100,59400,63900,277200,360000,86400,34973.7223,151916.9404,197312.62,47309.5048
27.329105,87.791472,840600,4500,0,143100,0,0,0,0,843300,6300,0,141300,0,0,0,0,0,0,3600,0,576000,0,0,415800,0,980100,0,0,0,0,0,0,0,0,0,0,0,0,72000,135000,93600,89100,0,0,16200,33300,57600,70200,83700,114300,119700,126000,0,3600,22500,36900,97200,181800,413100,216000,9000,0,0,278100,731700,0,0,165600,395100,95400,101700,3600,0,16200,102600,99900,-59.9,8821.8634,56191.2682,54710.9743
26.989649,87.931416,394200,0,0,593100,0,0,0,0,395100,0,0,595800,0,0,0,0,843300,0,0,149400,0,0,0,0,0,0,707400,302400,0,0,0,0,0,0,0,0,0,0,168300,275400,153000,121500,21600,55800,70200,81000,106200,118800,117900,119700,112500,109800,10800,24300,40500,90000,124200,182700,346500,173700,17100,0,0,980100,0,0,0,900,0,54900,350100,208800,227700,137700,29700,0,124778.2189,75435.0889,16223.3329,-59.9
27.523176,87.299079,990900,0,0,0,0,0,0,0,990000,0,0,0,0,0,0,0,939600,0,0,56700,0,0,0,0,0,0,0,928800,0,0,0,0,0,81000,0,0,0,0,65700,127800,72000,55800,209700,179100,180900,239400,125100,54900,0,0,0,0,7200,20700,64800,152100,217800,189900,211500,114300,31500,0,0,948600,91800,0,0,81000,212400,243000,241200,149400,5400,0,18000,59400,2900.6878,-59.9,9808.726,32506.5658
27.471518,87.820381,560700,429300,0,0,0,0,0,0,531000,458100,0,0,0,0,0,0,0,0,0,990000,0,0,0,0,0,0,0,27000,0,0,0,0,0,953100,0,0,0,0,71100,130500,70200,63000,0,0,0,0,0,0,0,0,69300,116100,12600,43200,171900,188100,180900,190800,188100,34200,0,0,0,1040400,0,0,0,81900,295200,232200,11700,900,5400,18000,279000,85500,2900.6878,9808.726,152903.803,46816.0735
27.563077,87.967268,0,115200,873900,0,0,0,0,0,357300,125100,506700,0,0,0,0,0,816300,14400,162900,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,54000,108900,76500,77400,223200,188100,198000,216000,141300,23400,0,0,0,0,52200,111600,148500,163800,147600,153900,162000,38700,1800,0,0,1009800,0,0,900,14400,28800,49500,103500,386100,267300,81900,34200,13500,146489.1961,44842.3483,18690.4894,7341.5695
27.540309,87.511949,792000,198000,0,0,0,0,0,0,787500,203400,0,0,0,0,0,0,614700,78300,6300,290700,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,136800,224100,115200,101700,273600,182700,153000,119700,98100,99900,70200,0,0,0,0,14400,27900,108900,193500,295200,308700,31500,0,0,0,1009800,0,0,0,78300,34200,0,0,0,1800,355500,416700,93600,926.9626,194845.4635,228398.7919,51256.9552
27.776552,88.011205,0,0,0,0,155700,0,0,835200,0,0,917100,0,71100,0,0,0,370800,107100,481500,0,0,0,0,35100,0,980100,0,0,0,0,0,0,0,0,0,0,0,0,81000,147600,94500,88200,0,0,4500,26100,54900,72000,102600,108000,111600,108000,0,0,1800,1800,3600,4500,9000,10800,18000,18000,0,111600,0,0,0,5400,2700,3600,15300,31500,900,0,0,8100,433.5313,-59.9,-59.9,4380.9817
26.964488,87.518501,0,0,0,906300,81900,0,0,0,0,0,0,857700,82800,0,46800,0,613800,14400,9900,351000,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,45900,92700,69300,70200,365400,228600,134100,107100,90000,54900,9000,0,0,0,0,3600,13500,31500,63900,120600,414000,226800,86400,19800,0,980100,0,0,0,9000,0,0,20700,109800,256500,141300,343800,99000,140568.0205,77408.8141,188430.8566,54217.543
27.178137,86.524856,419400,0,0,574200,0,0,0,0,436500,0,0,552600,0,0,0,0,810000,179100,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,0,44100,86400,63000,58500,192600,151200,124200,108000,115200,108000,90900,64800,35100,4500,4500,15300,21600,32400,69300,153000,481500,214200,47700,900,0,0,980100,0,0,1800,1800,101700,576000,153900,42300,149400,4500,9000,23131.3711,81849.6958,2407.2565,4874.413
27.406733,87.483914,975600,0,0,17100,0,0,0,0,979200,0,0,10800,0,0,0,0,0,0,886500,0,67500,0,0,40500,0,980100,0,0,0,0,0,0,0,0,0,0,0,0,68400,120600,86400,94500,23400,43200,61200,75600,106200,114300,118800,134100,107100,109800,3600,27000,63900,96300,135900,162900,341100,152100,26100,900,0,980100,0,0,0,108900,290700,305100,46800,4500,2700,31500,113400,106200,1420.3939,17210.1955,62112.4438,58164.9934
27.613032,86.677954,893700,0,99900,0,0,0,0,0,897300,0,95400,0,0,0,0,0,411300,0,2700,576900,0,0,0,0,0,0,0,962100,0,47700,0,0,0,0,0,0,0,0,48600,97200,56700,54900,138600,121500,122400,118800,135900,107100,82800,72900,51300,31500,194400,343800,285300,111600,40500,4500,0,0,0,0,0,1040400,0,0,0,72000,115200,110700,69300,54900,99000,183600,208800,66600,54217.543,100600.0852,114416.1616,36454.0162
27.459107,86.700293,81900,0,168300,741600,0,0,0,0,68400,0,183600,742500,0,0,0,0,903600,0,0,86400,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,0,138600,234900,146700,110700,196200,163800,144000,123300,122400,85500,72000,54900,27000,6300,19800,62100,144900,222300,210600,195300,136800,18000,0,0,0,0,1009800,0,0,900,51300,384300,438300,118800,11700,2700,1800,0,6354.7069,1420.3939,926.9626,-59.9
27.428866,87.394499,991800,0,0,0,0,0,0,0,989100,0,0,0,0,0,0,0,450900,0,0,544500,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,63000,114300,76500,71100,0,0,0,0,0,0,0,0,0,36000,730800,252000,26100,900,0,0,0,0,0,0,0,0,1009800,0,900,50400,81900,115200,153000,109800,155700,143100,147600,52200,85303.7149,78395.6767,80862.8332,28559.1154
26.813989,87.660154,918900,0,0,70200,0,0,0,0,916200,0,0,74700,0,0,0,0,852300,0,111600,27000,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,100800,171000,111600,95400,163800,126900,117000,103500,118800,109800,99000,74700,52200,26100,20700,84600,121500,192600,279900,178200,113400,18000,900,0,0,1009800,0,0,0,125100,339300,270000,160200,21600,9000,4500,23400,56700,4874.413,2407.2565,12769.3138,31026.2719
27.783156,87.698297,0,0,0,0,0,0,0,986400,0,0,907200,0,81000,0,0,0,72900,4500,179100,736200,0,0,0,0,0,0,185400,794700,0,0,0,0,0,0,0,0,0,0,148500,245700,138600,120600,248400,213300,210600,154800,105300,50400,6300,0,0,0,44100,85500,138600,172800,239400,167400,123300,9000,0,0,0,1040400,0,0,0,5400,31500,126900,245700,174600,239400,134100,18900,3600,131192.8258,73461.3637,10302.1573,1913.8252
26.459955,87.539662,0,0,0,987300,0,0,0,0,0,0,0,989100,0,0,0,0,995400,0,0,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,26100,53100,33300,36000,0,0,0,0,0,0,0,0,0,34200,3600,12600,30600,63900,99000,160200,359100,227700,48600,4500,0,980100,0,0,0,6300,3600,0,0,102600,400500,266400,197100,33300,219517.0285,145995.7648,108001.5547,18197.0581
26.962162,88.120119,410400,0,0,275400,0,0,0,0,416700,0,0,287100,0,0,0,0,887400,0,0,107100,0,0,0,0,0,0,0,914400,65700,0,0,0,0,0,0,0,0,0,118800,223200,152100,138600,0,0,0,0,0,0,0,0,4500,26100,885600,123300,900,0,0,0,0,0,0,0,0,980100,0,0,4500,74700,97200,114300,144000,110700,99900,118800,171900,73800,54710.9743,65073.0316,94185.4783,40401.4666
27.419885,86.990733,988200,0,0,0,0,0,0,0,991800,0,0,0,0,0,0,0,0,0,0,995400,0,0,0,0,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,140400,243900,143100,117000,511200,281700,125100,58500,18900,0,0,0,0,0,38700,169200,275400,309600,127800,37800,21600,0,0,0,0,0,980100,0,900,142200,342000,156600,104400,96300,42300,13500,22500,59400,23131.3711,7341.5695,12275.8825,32506.5658
27.077761,87.966978,100800,0,837900,51300,0,0,0,0,98100,0,828000,62100,0,0,0,0,990000,0,5400,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,118800,215100,145800,123300,0,0,0,6300,32400,48600,63000,90900,103500,124200,8100,54000,144900,228600,246600,212400,113400,1800,0,0,0,980100,0,0,0,114300,105300,70200,60300,232200,209700,118800,26100,72900,114909.5929,65073.0316,14249.6077,39908.0353
27.628671,87.153629,746100,230400,0,0,0,0,0,13500,744300,243000,0,0,0,0,0,0,670500,0,20700,195300,98100,6300,0,0,0,0,0,0,1009800,0,0,0,0,0,38700,79200,60300,60300,172800,323100,179100,135900,458100,360900,101700,51300,21600,1800,0,0,0,0,53100,95400,72000,66600,82800,134100,373500,102600,0,0,0,1009800,0,0,0,52200,27000,20700,285300,447300,32400,18900,56700,39600,17703.6268,10302.1573,31026.2719,21651.0772
27.60652,86.616992,989100,0,0,0,0,0,0,0,991800,0,0,0,0,0,0,0,869400,117000,0,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,73800,128700,80100,75600,0,0,0,0,0,0,0,0,9900,41400,9900,58500,144000,170100,155700,181800,216900,70200,2700,0,0,0,980100,0,0,127800,176400,430200,173700,21600,900,900,3600,74700,433.5313,433.5313,1913.8252,40894.8979
27.856362,87.854543,0,0,0,0,109800,0,0,879300,0,0,320400,0,385200,0,0,281700,122400,0,746100,126000,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,219600,358200,175500,113400,32400,56700,93600,104400,126900,118800,123300,108000,87300,68400,54900,132300,152100,144000,109800,91800,207000,101700,15300,900,0,1009800,0,0,0,55800,198000,92700,47700,146700,292500,135900,21600,18900,160305.2725,74448.2263,11782.4512,10302.1573
27.30601,86.7025,0,0,0,991800,0,0,0,0,0,0,0,977400,0,0,17100,0,990000,0,0,0,0,0,0,0,0,429300,580500,0,0,0,0,0,0,0,0,0,0,0,271800,414900,182700,93600,0,0,12600,53100,118800,149400,153000,141300,116100,104400,2700,14400,114300,236700,299700,207000,100800,4500,0,0,0,980100,0,0,0,46800,423000,450900,25200,0,0,0,18000,16200,-59.9,-59.9,9808.726,8821.8634
27.286397,86.74179,553500,0,0,433800,0,0,0,0,536400,0,0,454500,0,0,0,0,879300,2700,0,113400,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,66600,124200,89100,82800,0,0,0,16200,92700,92700,113400,96300,95400,117000,34200,48600,60300,162900,244800,214200,157500,57600,0,0,0,980100,0,0,0,3600,6300,121500,325800,265500,6300,52200,171000,27900,3394.1191,28559.1154,93692.047,15236.4703
27.364722,87.017984,899100,0,90900,0,0,0,0,0,888300,0,99000,0,0,0,0,0,451800,0,537300,0,0,0,0,0,0,0,157500,822600,0,0,0,0,0,0,0,0,0,0,107100,178200,114300,108000,0,0,0,0,0,0,0,0,0,18900,2700,13500,32400,48600,86400,112500,220500,115200,43200,2700,0,716400,0,0,0,41400,241200,247500,27000,37800,47700,14400,7200,13500,26091.9589,7835.0008,3887.5504,7341.5695
26.8697,87.994205,912600,0,0,78300,0,0,0,0,911700,0,0,77400,0,0,0,0,496800,0,0,495000,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,153900,284400,163800,136800,0,0,0,0,0,0,0,0,0,5400,29700,84600,200700,269100,242100,124200,81900,8100,0,0,0,1009800,0,0,0,1800,32400,168300,247500,130500,209700,228600,18900,2700,114909.5929,125271.6502,10302.1573,1420.3939
27.598539,87.020653,660600,253800,78300,0,0,0,0,0,657900,259200,75600,0,0,0,0,0,46800,0,0,950400,0,0,0,0,0,0,956700,23400,0,0,0,0,0,0,0,0,0,0,94500,175500,116100,111600,252000,219600,209700,149400,109800,45900,9000,0,0,0,2700,17100,72900,198900,258300,215100,175500,35100,4500,0,0,1009800,0,0,0,5400,227700,637200,101700,3600,1800,900,900,900,926.9626,433.5313,433.5313,433.5313
27.491774,86.560668,712800,0,0,276300,0,0,0,0,721800,0,0,270000,0,0,0,0,888300,0,108000,0,0,0,0,0,0,0,980100,0,0,0,0,0,0,0,0,0,0,0,76500,148500,96300,99000,167400,152100,135900,118800,116100,104400,90900,58500,32400,12600,5400,27900,52200,97200,133200,203400,391500,94500,4500,0,0,1009800,0,0,0,46800,27900,0,0,40500,90900,216000,422100,165600,49776.6613,118363.612,231359.3797,90731.4592
26.973839,86.454529,960300,0,0,31500,0,0,0,0,954900,0,0,39600,0,0,0,0,851400,0,0,136800,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,5400,10800,9000,11700,144900,246600,141300,102600,0,0,7200,24300,51300,66600,87300,124200,115200,127800,6300,53100,198000,281700,262800,126900,70200,10800,0,0,0,980100,0,0,0,0,134100,245700,193500,270900,144000,17100,2700,1800,78889.108,9315.2947,1420.3939,926.9626
26.892337,86.91237,689400,232200,0,0,36000,0,34200,0,712800,222300,0,0,33300,0,22500,0,675900,244800,74700,0,0,0,0,0,0,0,1009800,0,0,0,0,0,0,0,0,0,0,0,62100,117900,83700,82800,0,23400,97200,126000,182700,191700,222300,144000,0,0,105300,235800,249300,207900,99000,54900,27000,900,0,0,0,1009800,0,0,0,35100,159300,201600,221400,141300,144900,39600,23400,13500,79382.5393,21651.0772,12769.3138,7341.5695
